DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
tau+ 0 1.78 197.3 -118 -50 150 tau- 0 1.78 143.709 88 -32 -109
Z 1 91.2 171.185 -81 65 -101 Z 1 91.2 161.807 122 26 48
W+ 1 80.4 133.993 92 -49 -25 W- 1 80.4 128.129 -84 -31 44
b_quark 0 4.18 170.782 -93 60 -130 b_quark 0 4.18 191.239 -5 -103 161
tau+ 0 1.78 84.6709 -43 -49 -54 tau- 0 1.78 170.684 67 71 140
b_quark 0 4.18 84.7731 -68 32 -39 b_quark 0 4.18 202.251 156 26 126
b_quark 0 4.18 137.849 -102 65 -66 b_quark 0 4.18 64.4552 64 4 5
b_quark 0 4.18 107.738 90 33 49 b_quark 0 4.18 29.3849 -19 -14 -17
b_quark 0 4.18 174.191 -120 70 105 b_quark 0 4.18 204.515 57 -164 -108
W+ 1 80.4 145.527 117 25 20 W- 1 80.4 134.098 -66 -69 49
b_quark 0 4.18 111.007 -100 -1 -48 b_quark 0 4.18 213.125 196 -83 10
b_quark 0 4.18 191.067 -94 -113 -122 b_quark 0 4.18 272.332 129 191 145
W+ 1 80.4 141.45 -30 -10 112 W- 1 80.4 140.35 88 -63 -39
b_quark 0 4.18 135.98 58 -15 -122 b_quark 0 4.18 125.27 -47 -79 85
W+ 1 80.4 159.29 70 -28 115 W- 1 80.4 132.394 -94 28 -38
Z 1 91.2 227.179 -109 116 134 Z 1 91.2 303.973 207 -88 -183
b_quark 0 4.18 197.928 135 143 22 b_quark 0 4.18 235.105 -89 -206 -70
b_quark 0 4.18 50.4626 12 -48 -9 b_quark 0 4.18 193.963 -68 146 108
b_quark 0 4.18 107.496 -107 -8 -5 b_quark 0 4.18 120.218 87 -25 -79
b_quark 0 4.18 79.5705 75 -20 -17 b_quark 0 4.18 143.744 -106 97 0
b_quark 0 4.18 183.55 65 -138 -102 b_quark 0 4.18 219.68 -27 187 112
b_quark 0 4.18 117.964 99 1 -64 b_quark 0 4.18 96.117 -70 -15 64
b_quark 0 4.18 149.905 59 -123 -62 b_quark 0 4.18 255.26 -156 202 0
b_quark 0 4.18 146.968 -85 14 -119 b_quark 0 4.18 245.737 163 26 182
W+ 1 80.4 148.49 55 4 -112 W- 1 80.4 181.541 -16 -91 134
b_quark 0 4.18 105.373 6 67 -81 b_quark 0 4.18 203.068 -77 -57 179
W+ 1 80.4 138.828 21 -88 68 W- 1 80.4 236.739 36 171 -138
W+ 1 80.4 179.048 -72 131 57 W- 1 80.4 118.073 -9 -86 0
b_quark 0 4.18 167.891 28 -119 -115 b_quark 0 4.18 212.27 67 114 166
b_quark 0 4.18 169.666 -137 0 100 b_quark 0 4.18 196.681 185 60 -29
b_quark 0 4.18 192.776 150 22 -119 b_quark 0 4.18 128.668 -88 -87 35
b_quark 0 4.18 197.399 142 49 -128 b_quark 0 4.18 251.798 -156 -120 157
tau+ 0 1.78 112.179 -86 12 71 tau- 0 1.78 177.404 53 42 -164
b_quark 0 4.18 187.402 -62 123 127 b_quark 0 4.18 144.078 -4 -78 -121
W+ 1 80.4 84.3396 12 19 -12 W- 1 80.4 135.901 -103 -10 36
tau+ 0 1.78 166.365 72 131 73 tau- 0 1.78 181.629 28 -141 -111
Z 1 91.2 199.598 -65 81 -144 Z 1 91.2 272.66 44 -89 237
tau+ 0 1.78 146.489 -40 140 -16 tau- 0 1.78 121.034 79 -82 -41
b_quark 0 4.18 145.46 -74 47 -116 b_quark 0 4.18 228.257 144 -42 172
b_quark 0 4.18 200.216 -143 -102 -96 b_quark 0 4.18 180.642 149 102 3
b_quark 0 4.18 111.689 -10 -111 6 b_quark 0 4.18 74.535 -5 52 53
b_quark 0 4.18 163.574 -83 -127 61 b_quark 0 4.18 93.576 -9 87 -33
tau+ 0 1.78 185.812 -113 -127 75 tau- 0 1.78 172.951 58 47 -156
b_quark 0 4.18 148.551 68 101 85 b_quark 0 4.18 183.43 -93 -158 4
b_quark 0 4.18 148.733 82 -98 76 b_quark 0 4.18 223.319 -107 134 -143
W+ 1 80.4 181.959 -73 96 110 W- 1 80.4 267.838 167 -122 -150
W+ 1 80.4 148.802 66 69 81 W- 1 80.4 197.821 -37 -120 -130
b_quark 0 4.18 158.854 140 64 -39 b_quark 0 4.18 207.322 -190 -76 33
b_quark 0 4.18 155.16 -106 -70 -89 b_quark 0 4.18 152.769 150 -25 14
b_quark 0 4.18 142.29 -94 -103 -28 b_quark 0 4.18 158.728 88 132 -3
W+ 1 80.4 169.287 112 77 61 W- 1 80.4 195.472 -85 -138 -74
b_quark 0 4.18 198.359 107 -122 -114 b_quark 0 4.18 237.938 -103 202 72
b_quark 0 4.18 128.392 71 -49 -95 b_quark 0 4.18 169.878 -58 129 94
b_quark 0 4.18 137.541 116 40 62 b_quark 0 4.18 221.713 -133 -115 -135
b_quark 0 4.18 32.6109 13 6 29 b_quark 0 4.18 96.7754 -20 -92 -22
b_quark 0 4.18 128.726 -76 101 -24 b_quark 0 4.18 212.895 17 -177 117
b_quark 0 4.18 78.5524 -4 76 19 b_quark 0 4.18 199.127 93 -176 3
b_quark 0 4.18 190.493 139 130 7 b_quark 0 4.18 239.346 -161 -172 -42
W+ 1 80.4 146.578 -86 76 -43 W- 1 80.4 205.108 100 -138 81
W+ 1 80.4 163.368 -48 100 -89 W- 1 80.4 89.6502 -31 -24 -6
tau+ 0 1.78 98.8593 -96 5 -23 tau- 0 1.78 101.731 99 4 -23
b_quark 0 4.18 185.182 -95 65 -145 b_quark 0 4.18 204.337 86 -22 184
b_quark 0 4.18 131.975 -20 98 -86 b_quark 0 4.18 199.693 106 -168 20
b_quark 0 4.18 190.043 127 -131 53 b_quark 0 4.18 151.942 -122 36 -83
b_quark 0 4.18 77.6626 46 53 -33 b_quark 0 4.18 130.121 -124 -13 -37
b_quark 0 4.18 155.018 54 -51 136 b_quark 0 4.18 281.045 -148 68 -229
W+ 1 80.4 149.403 -72 103 8 W- 1 80.4 270.448 170 -187 53
tau+ 0 1.78 219.955 -106 -150 121 tau- 0 1.78 243.51 39 182 -157
b_quark 0 4.18 159.394 -117 -102 36 b_quark 0 4.18 287.058 200 168 -119
tau+ 0 1.78 101.248 80 -22 58 tau- 0 1.78 147.584 12 103 -105
b_quark 0 4.18 128.084 -68 -108 -10 b_quark 0 4.18 140.027 125 53 -34
b_quark 0 4.18 156.689 59 -133 -58 b_quark 0 4.18 257.958 -130 220 -35
W+ 1 80.4 153.76 68 73 85 W- 1 80.4 217.465 -55 -71 -181
b_quark 0 4.18 101.329 65 -72 -29 b_quark 0 4.18 123.869 -14 123 1
tau+ 0 1.78 121.82 0 26 -119 tau- 0 1.78 218.836 41 -86 197
b_quark 0 4.18 173.909 135 -109 11 b_quark 0 4.18 187.154 -72 160 -65
b_quark 0 4.18 135.748 -3 -55 124 b_quark 0 4.18 193.389 -69 61 -170
W+ 1 80.4 130.695 -52 13 88 W- 1 80.4 99.0462 51 24 -13
W+ 1 80.4 167.347 -97 -96 -54 W- 1 80.4 229.131 153 88 122
b_quark 0 4.18 152.14 -137 -66 -2 b_quark 0 4.18 211.124 166 110 70
b_quark 0 4.18 74.5283 -26 -10 -69 b_quark 0 4.18 171.661 68 45 151
b_quark 0 4.18 139.497 88 33 103 b_quark 0 4.18 137.922 -64 -122 -5
b_quark 0 4.18 146.729 -70 96 86 b_quark 0 4.18 62.5338 58 -23 0
b_quark 0 4.18 156.392 104 85 80 b_quark 0 4.18 127.481 -77 -96 -33
Z 1 91.2 137.526 -56 64 -58 Z 1 91.2 182.763 102 -116 35
b_quark 0 4.18 180.287 -13 -114 139 b_quark 0 4.18 281.587 51 172 -217
Z 1 91.2 146.637 -25 -92 64 Z 1 91.2 184.782 -17 127 -97
b_quark 0 4.18 139.138 37 87 102 b_quark 0 4.18 139.805 18 -48 -130
b_quark 0 4.18 144.494 -109 -94 -12 b_quark 0 4.18 203.252 171 82 73
tau+ 0 1.78 153.825 77 51 123 tau- 0 1.78 191.594 -38 -106 -155
W+ 1 80.4 171.87 -21 -115 -97 W- 1 80.4 251.18 21 205 119
W+ 1 80.4 198.177 -56 -93 145 W- 1 80.4 152.857 104 46 -63
b_quark 0 4.18 137.373 -18 -131 -37 b_quark 0 4.18 224.808 -27 216 56
b_quark 0 4.18 148.251 30 6 145 b_quark 0 4.18 162.894 32 -82 -137
W+ 1 80.4 144.787 77 -83 41 W- 1 80.4 144.049 -2 11 -119
W+ 1 80.4 117.274 -26 58 -57 W- 1 80.4 138.362 50 24 98
W+ 1 80.4 173.675 -143 -1 57 W- 1 80.4 210.241 190 26 -31
b_quark 0 4.18 112.14 -103 10 43 b_quark 0 4.18 194.58 194 8 -12
Z 1 91.2 219.357 -74 132 -130 Z 1 91.2 233.365 53 -78 193
b_quark 0 4.18 118.315 12 106 -51 b_quark 0 4.18 205.082 0 -179 100
b_quark 0 4.18 138.32 59 3 -125 b_quark 0 4.18 213.276 -123 -46 168
b_quark 0 4.18 156.354 -83 104 -82 b_quark 0 4.18 209.288 170 -120 22
b_quark 0 4.18 196.141 145 -110 -73 b_quark 0 4.18 236.581 -223 40 68
b_quark 0 4.18 213.884 108 -129 -132 b_quark 0 4.18 172.871 -37 83 147
b_quark 0 4.18 171.763 35 -96 138 b_quark 0 4.18 242.071 -122 64 -199
b_quark 0 4.18 154.578 143 58 8 b_quark 0 4.18 98.2012 -80 -25 -51
b_quark 0 4.18 80.0904 -72 -27 22 b_quark 0 4.18 83.2555 49 -47 48
b_quark 0 4.18 88.7213 -1 -58 -67 b_quark 0 4.18 105.373 -87 59 6
b_quark 0 4.18 143.664 -25 -26 139 b_quark 0 4.18 96.6358 -56 -59 -52
tau+ 0 1.78 135.64 -69 -97 -65 tau- 0 1.78 196.49 27 180 74
b_quark 0 4.18 104.319 0 -68 -79 b_quark 0 4.18 111.317 31 87 62
b_quark 0 4.18 166.224 -66 99 116 b_quark 0 4.18 241.767 103 -40 -215
b_quark 0 4.18 89.5906 66 38 -47 b_quark 0 4.18 217.976 -154 -106 112
b_quark 0 4.18 149.811 105 99 40 b_quark 0 4.18 165.902 -120 -35 -109
tau+ 0 1.78 116.744 -71 -92 11 tau- 0 1.78 201.07 140 105 -99
b_quark 0 4.18 147.822 63 -96 93 b_quark 0 4.18 125.505 -50 3 -115
b_quark 0 4.18 128.353 53 -72 92 b_quark 0 4.18 191.683 -87 170 -16
b_quark 0 4.18 186.535 -100 -93 127 b_quark 0 4.18 199.866 18 2 -199
b_quark 0 4.18 144.483 -99 89 56 b_quark 0 4.18 177.106 154 8 -87
tau+ 0 1.78 229.349 118 -143 135 tau- 0 1.78 304.849 -95 216 -193
b_quark 0 4.18 179.896 90 -74 -137 b_quark 0 4.18 146.528 -20 58 133
b_quark 0 4.18 134.983 131 9 -31 b_quark 0 4.18 211.006 -179 -96 -57
b_quark 0 4.18 44.894 -3 33 -30 b_quark 0 4.18 85.6007 2 41 75
b_quark 0 4.18 186.047 -16 128 -134 b_quark 0 4.18 240.598 38 -101 215
b_quark 0 4.18 173.676 113 81 -104 b_quark 0 4.18 294.285 -173 -151 184
W+ 1 80.4 129.904 9 93 -41 W- 1 80.4 113.781 -53 -48 37
W+ 1 80.4 203.168 -120 -82 117 W- 1 80.4 314.826 219 161 -137
b_quark 0 4.18 205.277 98 -126 -129 b_quark 0 4.18 289.563 -164 127 202
b_quark 0 4.18 142.743 15 33 138 b_quark 0 4.18 235.294 -99 -32 -211
tau+ 0 1.78 134.76 2 27 -132 tau- 0 1.78 242.399 -75 40 227
b_quark 0 4.18 108.648 25 -101 -31 b_quark 0 4.18 139.271 23 93 101
b_quark 0 4.18 192.636 -121 -69 -133 b_quark 0 4.18 196.78 35 162 106
W+ 1 80.4 233.68 -138 -143 -93 W- 1 80.4 202.272 111 148 15
b_quark 0 4.18 53.3617 15 2 51 b_quark 0 4.18 89.423 -27 -55 -65
b_quark 0 4.18 223.442 150 128 -105 b_quark 0 4.18 170.419 -79 -128 80
b_quark 0 4.18 152.55 69 -123 -58 b_quark 0 4.18 268.008 -149 187 121
W+ 1 80.4 94.7004 22 24 -38 W- 1 80.4 161.001 57 -92 88
b_quark 0 4.18 197.625 -114 109 119 b_quark 0 4.18 205.668 92 -167 -77
tau+ 0 1.78 134.852 -118 17 -63 tau- 0 1.78 130.511 97 -86 15
W+ 1 80.4 86.3549 -4 4 -31 W- 1 80.4 102.143 22 -37 -46
b_quark 0 4.18 78.7177 -33 61 37 b_quark 0 4.18 105.33 84 -39 -50
Z 1 91.2 139.991 28 -80 64 Z 1 91.2 140.693 -48 62 -73
b_quark 0 4.18 164.555 -114 -36 -113 b_quark 0 4.18 183.476 133 9 126
b_quark 0 4.18 170.151 -49 -102 -127 b_quark 0 4.18 188.368 14 150 113
b_quark 0 4.18 189.493 123 60 131 b_quark 0 4.18 196.231 -108 -140 -85
b_quark 0 4.18 130.102 32 126 3 b_quark 0 4.18 97.4242 -55 -80 -7
b_quark 0 4.18 149.821 46 123 72 b_quark 0 4.18 202.72 34 -159 -121
b_quark 0 4.18 190.794 -14 -150 117 b_quark 0 4.18 169.807 -65 96 -124
W+ 1 80.4 124.279 -66 -68 -1 W- 1 80.4 226.252 149 138 59
b_quark 0 4.18 179.152 -139 -106 -39 b_quark 0 4.18 267.571 194 170 71
W+ 1 80.4 150.961 25 52 114 W- 1 80.4 195.911 8 -13 -178
b_quark 0 4.18 169.025 -128 102 -42 b_quark 0 4.18 226.873 207 -91 -18
W+ 1 80.4 202.144 -107 143 50 W- 1 80.4 266.012 107 -207 -100
b_quark 0 4.18 195.874 -77 -118 -136 b_quark 0 4.18 351.009 175 198 231
b_quark 0 4.18 145.146 64 77 -105 b_quark 0 4.18 169.739 -47 -44 157
W+ 1 80.4 123.358 -67 -42 50 W- 1 80.4 156.353 -9 -45 -126
b_quark 0 4.18 111.299 93 11 60 b_quark 0 4.18 228.645 -184 42 -129
b_quark 0 4.18 163.381 84 -138 -24 b_quark 0 4.18 194.182 -32 179 68
W+ 1 80.4 180.624 0 140 -81 W- 1 80.4 303.007 -82 -240 145
W+ 1 80.4 219.905 -138 -49 143 W- 1 80.4 169.765 116 34 -88
b_quark 0 4.18 73.1332 -71 -1 17 b_quark 0 4.18 125.341 61 -94 56
b_quark 0 4.18 140.365 -10 108 -89 b_quark 0 4.18 130.914 85 -50 86
tau+ 0 1.78 129.947 -11 129 11 tau- 0 1.78 212.448 55 -205 9
b_quark 0 4.18 104.305 13 102 -17 b_quark 0 4.18 48.057 40 -4 -26
b_quark 0 4.18 147.863 115 70 61 b_quark 0 4.18 162.55 -31 -138 -80
W+ 1 80.4 213.179 -66 -136 127 W- 1 80.4 222.697 107 159 -80
tau+ 0 1.78 154.484 -103 97 -62 tau- 0 1.78 198.265 167 -56 91
W+ 1 80.4 200.183 -131 -128 -8 W- 1 80.4 301.033 212 198 -3
b_quark 0 4.18 164.522 15 107 -124 b_quark 0 4.18 241.009 84 -144 174
W+ 1 80.4 84.3692 11 22 -7 W- 1 80.4 145.98 29 -118 -9
W+ 1 80.4 127.241 -23 19 -94 W- 1 80.4 148.856 -69 -23 102
W+ 1 80.4 162.632 20 108 89 W- 1 80.4 106.893 -53 -28 -37
Z 1 91.2 222.208 -147 -129 53 Z 1 91.2 218.29 92 110 -137
Z 1 91.2 174.541 23 147 3 Z 1 91.2 180.849 -44 -122 87
b_quark 0 4.18 162.762 -132 79 53 b_quark 0 4.18 247.05 210 -130 4
b_quark 0 4.18 95.1445 -55 67 -39 b_quark 0 4.18 130.834 -10 -110 70
b_quark 0 4.18 118.032 -67 4 -97 b_quark 0 4.18 184.712 127 -4 134
b_quark 0 4.18 77.217 -55 54 2 b_quark 0 4.18 53.2679 20 44 22
b_quark 0 4.18 122.256 13 102 66 b_quark 0 4.18 200.867 -72 -89 -165
b_quark 0 4.18 147.318 -72 126 25 b_quark 0 4.18 170.621 -7 -122 -119
Z 1 91.2 202.503 -139 -12 115 Z 1 91.2 216.267 182 71 -17
b_quark 0 4.18 150.464 -145 -21 -34 b_quark 0 4.18 238.19 202 28 123
b_quark 0 4.18 158.134 -80 117 -70 b_quark 0 4.18 229.267 144 -101 147
b_quark 0 4.18 170.301 -10 -87 146 b_quark 0 4.18 225.385 -34 160 -155
b_quark 0 4.18 129.936 -112 -59 29 b_quark 0 4.18 155.263 117 44 -92
W+ 1 80.4 144.216 -118 -7 19 W- 1 80.4 225.482 175 8 -117
b_quark 0 4.18 138.208 -78 -114 2 b_quark 0 4.18 120.77 58 98 -40
b_quark 0 4.18 189.617 140 124 -31 b_quark 0 4.18 109.236 -87 -25 61
b_quark 0 4.18 199.307 -111 147 -76 b_quark 0 4.18 90.7881 64 -60 23
b_quark 0 4.18 125.871 -45 -24 115 b_quark 0 4.18 216.489 -17 81 -200
b_quark 0 4.18 79.8716 17 -77 -12 b_quark 0 4.18 98.3589 -55 34 -74
b_quark 0 4.18 198.309 -53 130 -140 b_quark 0 4.18 129.269 36 -94 81
b_quark 0 4.18 142.893 -24 15 140 b_quark 0 4.18 138.429 -17 30 -134
W+ 1 80.4 156.946 10 92 98 W- 1 80.4 105.348 47 -20 -45
W+ 1 80.4 163.356 58 -99 84 W- 1 80.4 170.687 35 138 -49
b_quark 0 4.18 134.121 -21 113 -69 b_quark 0 4.18 86.9912 13 -66 55
b_quark 0 4.18 108.146 -89 61 -6 b_quark 0 4.18 92.9003 28 -50 73
W+ 1 80.4 220.638 111 -150 86 W- 1 80.4 238.774 -148 162 -49
b_quark 0 4.18 131.318 -17 -117 57 b_quark 0 4.18 211.366 109 181 4
b_quark 0 4.18 184.823 -82 -137 -93 b_quark 0 4.18 229.559 2 226 40
b_quark 0 4.18 168.593 -103 -129 -34 b_quark 0 4.18 185.342 62 167 51
b_quark 0 4.18 142.244 -12 94 106 b_quark 0 4.18 227.742 94 -47 -202
W+ 1 80.4 108.835 63 -34 -16 W- 1 80.4 179.572 -127 98 7
Z 1 91.2 187.145 89 136 -17 Z 1 91.2 134.957 -48 -74 46
tau+ 0 1.78 53.4899 5 -48 23 tau- 0 1.78 150.709 65 121 62
W+ 1 80.4 221.949 141 110 104 W- 1 80.4 188.123 -49 -133 -94
b_quark 0 4.18 168.251 -129 -25 -105 b_quark 0 4.18 220.015 114 -7 188
W+ 1 80.4 204.035 98 79 139 W- 1 80.4 286.17 -127 -80 -230
W+ 1 80.4 113.495 36 -60 -39 W- 1 80.4 156.311 38 82 99
W+ 1 80.4 150.908 -33 42 116 W- 1 80.4 122.201 63 30 -60
b_quark 0 4.18 112.194 -23 35 104 b_quark 0 4.18 88.8283 57 60 -32
b_quark 0 4.18 128.244 45 -120 -2 b_quark 0 4.18 147.032 8 111 96
b_quark 0 4.18 200.678 -85 127 -130 b_quark 0 4.18 127.273 90 -41 80
b_quark 0 4.18 108.589 83 39 58 b_quark 0 4.18 105.988 -84 32 -56
b_quark 0 4.18 95.9347 -83 -44 -19 b_quark 0 4.18 81.1817 34 44 59
W+ 1 80.4 152.388 -93 90 -3 W- 1 80.4 220.312 186 -86 9
W+ 1 80.4 198.812 87 142 -73 W- 1 80.4 187.598 -44 -123 108
b_quark 0 4.18 91.3317 40 0 82 b_quark 0 4.18 103.67 8 -75 -71
tau+ 0 1.78 124.122 51 -79 -81 tau- 0 1.78 130.936 -8 54 119
W+ 1 80.4 186.875 -39 -141 -84 W- 1 80.4 141.652 94 69 2
b_quark 0 4.18 141.773 37 -133 -32 b_quark 0 4.18 135.987 -113 75 9
b_quark 0 4.18 169.294 -83 -127 75 b_quark 0 4.18 227.979 124 191 -10
b_quark 0 4.18 150.507 -45 129 63 b_quark 0 4.18 153.797 -46 -144 -28
W+ 1 80.4 106.156 60 23 -26 W- 1 80.4 116.143 29 -78 10
b_quark 0 4.18 148.689 59 -63 -121 b_quark 0 4.18 122.57 -61 103 26
W+ 1 80.4 181.301 82 19 -139 W- 1 80.4 139.732 10 -80 81
W+ 1 80.4 170.91 35 55 -136 W- 1 80.4 156.106 36 15 128
b_quark 0 4.18 99.4458 -16 96 -20 b_quark 0 4.18 120.808 14 -115 34
b_quark 0 4.18 78.6796 -5 62 48 b_quark 0 4.18 101.047 80 -33 52
W+ 1 80.4 215.854 -85 -102 -150 W- 1 80.4 265.317 118 98 201
tau+ 0 1.78 172.543 -14 94 -144 tau- 0 1.78 206.068 -4 -189 82
b_quark 0 4.18 171.311 103 111 80 b_quark 0 4.18 191.748 -47 -179 -50
b_quark 0 4.18 200.914 -94 128 123 b_quark 0 4.18 233.779 185 -139 -33
b_quark 0 4.18 57.1268 -29 -47 -14 b_quark 0 4.18 137.889 -40 86 100
Z 1 91.2 154.591 42 -19 116 Z 1 91.2 180.716 -114 -44 -97
b_quark 0 4.18 118.792 -62 97 -29 b_quark 0 4.18 184.411 157 -85 46
b_quark 0 4.18 199.859 -127 -126 -89 b_quark 0 4.18 280.978 159 179 147
b_quark 0 4.18 58.1418 49 29 -11 b_quark 0 4.18 94.0185 -21 59 70
Z 1 91.2 148.726 -95 4 -69 Z 1 91.2 179.16 104 -82 79
b_quark 0 4.18 112.189 8 -29 108 b_quark 0 4.18 256.512 -84 126 -207
b_quark 0 4.18 96.3975 39 85 23 b_quark 0 4.18 179.804 -134 -116 30
b_quark 0 4.18 149.343 118 91 9 b_quark 0 4.18 271.453 -177 -182 -96
b_quark 0 4.18 55.538 -21 -15 -49 b_quark 0 4.18 69.0976 -32 -57 22
b_quark 0 4.18 130.04 -5 128 22 b_quark 0 4.18 70.8976 3 -34 -62
b_quark 0 4.18 128.349 -114 48 -34 b_quark 0 4.18 203.114 110 -107 133
W+ 1 80.4 187.561 87 -115 89 W- 1 80.4 265.34 -169 154 -108
tau+ 0 1.78 146.578 -36 -131 -55 tau- 0 1.78 161.019 18 160 0
b_quark 0 4.18 173.846 54 -125 -108 b_quark 0 4.18 177.729 9 60 167
W+ 1 80.4 169.603 50 100 -99 W- 1 80.4 216.248 -89 -67 167
W+ 1 80.4 127.083 -26 -91 27 W- 1 80.4 141.206 5 101 57
Z 1 91.2 196.144 -95 63 -131 Z 1 91.2 205.517 120 -56 128
b_quark 0 4.18 212.928 85 -140 136 b_quark 0 4.18 213.116 -176 76 -93
b_quark 0 4.18 182.086 -19 -116 139 b_quark 0 4.18 276.911 -31 199 -190
b_quark 0 4.18 84.9675 -44 15 -71 b_quark 0 4.18 175.121 45 55 160
b_quark 0 4.18 163.791 -120 89 67 b_quark 0 4.18 196.106 64 -162 -90
b_quark 0 4.18 154.876 58 54 133 b_quark 0 4.18 199.315 -84 -78 -163
b_quark 0 4.18 134.039 131 28 -2 b_quark 0 4.18 234.905 -197 -123 35
b_quark 0 4.18 112.825 -24 -110 -6 b_quark 0 4.18 171.036 56 156 -42
b_quark 0 4.18 211.098 146 -90 -123 b_quark 0 4.18 188.718 -148 2 117
b_quark 0 4.18 136.965 -21 -90 -101 b_quark 0 4.18 122.342 82 51 75
b_quark 0 4.18 153.341 -112 -74 -74 b_quark 0 4.18 176.35 33 -8 173
b_quark 0 4.18 174.033 -119 -122 -35 b_quark 0 4.18 178.593 129 111 -54
b_quark 0 4.18 147.508 -44 139 22 b_quark 0 4.18 230.275 -40 -215 -72
Z 1 91.2 195.447 71 -125 96 Z 1 91.2 114.797 -60 30 -19
b_quark 0 4.18 188.861 -81 83 149 b_quark 0 4.18 244.032 83 -177 -146
W+ 1 80.4 193.993 107 -126 62 W- 1 80.4 178.096 -13 154 37
tau+ 0 1.78 155.384 62 -56 -131 tau- 0 1.78 69.636 -34 51 33
W+ 1 80.4 184.264 -70 -133 -70 W- 1 80.4 257.702 133 191 76
b_quark 0 4.18 136.486 -59 99 -73 b_quark 0 4.18 122.827 38 -104 53
b_quark 0 4.18 116.844 95 67 -11 b_quark 0 4.18 190.188 -179 -12 -63
Z 1 91.2 109.884 -43 -12 42 Z 1 91.2 132.636 1 25 -93
b_quark 0 4.18 208.829 -110 136 114 b_quark 0 4.18 247.634 10 -206 -137
Z 1 91.2 156.817 35 -80 93 Z 1 91.2 240.247 -36 168 -141
tau+ 0 1.78 151.45 142 -13 -51 tau- 0 1.78 162.715 -142 -78 -15
W+ 1 80.4 139.704 11 -64 94 W- 1 80.4 196.596 -92 39 -149
W+ 1 80.4 192.876 146 86 -45 W- 1 80.4 186.355 -146 -72 42
b_quark 0 4.18 154.627 -124 -46 -80 b_quark 0 4.18 201.483 197 -40 13
b_quark 0 4.18 76.5537 75 -13 -7 b_quark 0 4.18 111.047 8 63 91
b_quark 0 4.18 184.227 -136 -99 75 b_quark 0 4.18 163.522 48 147 -53
b_quark 0 4.18 177.549 -5 -109 -140 b_quark 0 4.18 219.719 -87 17 201
b_quark 0 4.18 124.617 -60 -26 -106 b_quark 0 4.18 88.1786 -2 85 23
W+ 1 80.4 175.186 -93 76 -99 W- 1 80.4 108.927 -6 6 73
b_quark 0 4.18 117.692 63 -53 84 b_quark 0 4.18 182.938 -110 18 -145
b_quark 0 4.18 169.625 27 -99 135 b_quark 0 4.18 211.668 63 196 -49
b_quark 0 4.18 196.192 -113 -91 -132 b_quark 0 4.18 207.874 148 97 109
b_quark 0 4.18 137.737 103 -8 -91 b_quark 0 4.18 193.947 -74 -9 179
W+ 1 80.4 183.121 -61 92 -122 W- 1 80.4 191.855 6 -128 118
b_quark 0 4.18 109.528 -105 27 -15 b_quark 0 4.18 82.4832 29 -64 -43
b_quark 0 4.18 170.001 119 -9 121 b_quark 0 4.18 264.283 -142 -80 -208
W+ 1 80.4 187.923 -23 -119 -119 W- 1 80.4 250.962 103 153 150
b_quark 0 4.18 145.94 -46 138 -11 b_quark 0 4.18 78.7875 45 -49 42
b_quark 0 4.18 76.8796 48 -58 15 b_quark 0 4.18 156.338 -40 150 18
b_quark 0 4.18 149.728 -121 -88 -4 b_quark 0 4.18 96.9767 47 83 17
W+ 1 80.4 230.818 -147 52 -150 W- 1 80.4 232.246 99 -88 173
b_quark 0 4.18 114.006 20 -42 104 b_quark 0 4.18 97.2907 -18 32 -90
b_quark 0 4.18 176.744 136 -86 73 b_quark 0 4.18 196.09 -153 81 -92
b_quark 0 4.18 204.791 -97 -127 -128 b_quark 0 4.18 244.337 189 99 119
b_quark 0 4.18 133.875 36 128 -15 b_quark 0 4.18 181.092 63 -158 -62
tau+ 0 1.78 155.577 -16 68 -139 tau- 0 1.78 176.975 89 -136 70
b_quark 0 4.18 155.082 64 76 119 b_quark 0 4.18 174.63 -54 -151 -69
b_quark 0 4.18 174.79 62 79 143 b_quark 0 4.18 99.2092 22 -46 -85
b_quark 0 4.18 171.734 115 95 85 b_quark 0 4.18 237.738 -182 -103 -113
b_quark 0 4.18 186.889 67 89 -150 b_quark 0 4.18 293.016 -26 -157 246
b_quark 0 4.18 122.611 30 -96 -70 b_quark 0 4.18 172.926 31 133 106
W+ 1 80.4 123.378 -87 -10 -33 W- 1 80.4 152.808 99 -77 -34
b_quark 0 4.18 128.788 -45 -12 120 b_quark 0 4.18 191.928 37 83 -169
W+ 1 80.4 161.336 125 -32 54 W- 1 80.4 236.538 -218 39 21
b_quark 0 4.18 146.268 -113 92 12 b_quark 0 4.18 214.806 30 -182 -110
b_quark 0 4.18 141.84 -126 60 25 b_quark 0 4.18 182.536 166 39 -65
W+ 1 80.4 177.773 -77 111 -83 W- 1 80.4 153.916 49 -115 40
W+ 1 80.4 146.004 -88 47 -70 W- 1 80.4 197.548 136 -108 49
b_quark 0 4.18 165.673 99 27 -130 b_quark 0 4.18 106.031 -80 27 64
b_quark 0 4.18 100.257 8 -49 -87 b_quark 0 4.18 119.618 89 63 49
